fecha,ruta,pasajeros,viajes,dia_semana,mes,festivo,clima
2026-01-14,Ruta C,1095,31,2,1,0,Soleado
2026-01-15,Ruta C,1090,34,3,1,0,Soleado
2026-01-16,Ruta C,885,20,4,1,0,Soleado
2026-01-17,Ruta C,560,16,5,1,0,Lluvia
2026-01-18,Ruta C,573,15,6,1,0,Soleado
2026-01-19,Ruta C,914,19,0,1,0,Nublado
2026-01-20,Ruta C,1154,40,1,1,0,Soleado
2026-01-21,Ruta C,1062,32,2,1,0,Soleado
2026-01-22,Ruta C,992,37,3,1,0,Soleado
2026-01-23,Ruta C,748,20,4,1,0,Lluvia
2026-01-24,Ruta C,821,17,5,1,0,Nublado
2026-01-25,Ruta C,431,13,6,1,0,Lluvia
2026-01-26,Ruta C,923,21,0,1,0,Soleado
2026-01-27,Ruta C,1135,38,1,1,0,Soleado
2026-01-28,Ruta C,766,17,2,1,0,Soleado
2026-01-29,Ruta C,1056,31,3,1,0,Soleado
2026-01-30,Ruta C,988,35,4,1,0,Soleado
2026-01-31,Ruta C,491,18,5,1,0,Lluvia
2026-02-01,Ruta C,512,14,6,2,0,Soleado
2026-02-02,Ruta C,852,24,0,2,0,Soleado
2026-02-03,Ruta C,1076,43,1,2,0,Soleado
2026-02-04,Ruta C,992,29,2,2,0,Soleado
2026-02-05,Ruta C,956,20,3,2,0,Soleado
2026-02-06,Ruta C,797,21,4,2,0,Lluvia
2026-02-07,Ruta C,603,16,5,2,0,Nublado
2026-02-08,Ruta C,430,9,6,2,0,Soleado
2026-02-09,Ruta C,901,26,0,2,0,Nublado
2026-02-10,Ruta C,1058,24,1,2,0,Soleado
2026-02-11,Ruta C,922,37,2,2,0,Soleado
2026-02-12,Ruta C,955,32,3,2,0,Soleado
2026-02-13,Ruta C,872,23,4,2,0,Soleado
2026-02-14,Ruta C,521,12,5,2,0,Lluvia
2026-02-15,Ruta C,492,16,6,2,0,Lluvia
2026-02-16,Ruta C,1060,42,0,2,0,Soleado
2026-02-17,Ruta C,1079,22,1,2,0,Soleado
2026-02-18,Ruta C,968,30,2,2,0,Soleado
2026-02-19,Ruta C,804,31,3,2,0,Lluvia
2026-02-20,Ruta C,807,22,4,2,0,Soleado
2026-02-21,Ruta C,717,22,5,2,0,Soleado
2026-02-22,Ruta C,551,12,6,2,0,Lluvia
2026-02-23,Ruta C,1100,29,0,2,0,Soleado
2026-02-24,Ruta C,1025,23,1,2,0,Soleado
2026-02-25,Ruta C,1113,35,2,2,0,Soleado
2026-02-26,Ruta C,910,21,3,2,0,Soleado
2026-02-27,Ruta C,1004,24,4,2,0,Soleado
2026-02-28,Ruta C,642,16,5,2,0,Soleado
2026-03-01,Ruta C,638,21,6,3,0,Soleado
2026-03-02,Ruta C,893,19,0,3,0,Lluvia
2026-03-03,Ruta C,966,37,1,3,0,Lluvia
2026-03-04,Ruta C,879,27,2,3,0,Lluvia
2026-03-05,Ruta C,883,29,3,3,0,Lluvia
2026-03-06,Ruta C,911,19,4,3,0,Nublado
2026-03-07,Ruta C,712,16,5,3,0,Soleado
2026-03-08,Ruta C,610,20,6,3,0,Nublado
2026-03-09,Ruta C,941,19,0,3,0,Lluvia
2026-03-10,Ruta C,1143,34,1,3,0,Nublado
2026-03-11,Ruta C,1101,42,2,3,0,Soleado
2026-03-12,Ruta C,999,20,3,3,0,Lluvia
2026-03-13,Ruta C,964,22,4,3,0,Nublado
2026-03-14,Ruta C,594,20,5,3,0,Soleado
2026-03-15,Ruta C,619,13,6,3,0,Nublado
2026-03-16,Ruta C,914,19,0,3,0,Soleado
2026-03-17,Ruta C,842,26,1,3,0,Lluvia
2026-03-18,Ruta C,995,28,2,3,0,Soleado
2026-03-19,Ruta C,789,23,3,3,0,Nublado
2026-03-20,Ruta C,952,26,4,3,0,Soleado
2026-03-21,Ruta C,584,21,5,3,0,Lluvia
2026-03-22,Ruta C,462,12,6,3,0,Lluvia
2026-03-23,Ruta C,944,33,0,3,0,Soleado
2026-03-24,Ruta C,1214,39,1,3,0,Soleado
2026-03-25,Ruta C,984,34,2,3,0,Lluvia
2026-03-26,Ruta C,834,17,3,3,0,Lluvia
2026-03-27,Ruta C,1008,22,4,3,0,Soleado
2026-03-28,Ruta C,712,28,5,3,0,Soleado
2026-03-29,Ruta C,662,17,6,3,0,Nublado
2026-03-30,Ruta C,992,32,0,3,0,Lluvia
2026-03-31,Ruta C,1114,26,1,3,0,Soleado
2026-04-01,Ruta C,1181,34,2,4,0,Soleado
2026-04-02,Ruta C,837,25,3,4,0,Nublado
2026-04-03,Ruta C,897,20,4,4,0,Nublado
2026-04-04,Ruta C,511,13,5,4,0,Soleado
2026-04-05,Ruta C,494,12,6,4,0,Lluvia
2026-04-06,Ruta C,985,20,0,4,0,Soleado
2026-04-07,Ruta C,732,24,1,4,0,Lluvia
2026-04-08,Ruta C,827,28,2,4,0,Nublado
2026-04-09,Ruta C,864,17,3,4,0,Soleado
2026-04-10,Ruta C,921,23,4,4,0,Nublado
2026-04-11,Ruta C,786,16,5,4,0,Soleado
2026-04-12,Ruta C,616,16,6,4,0,Nublado
2026-04-13,Ruta C,776,19,0,4,0,Lluvia
2026-04-14,Ruta C,997,20,1,4,0,Soleado
2026-04-15,Ruta C,1187,42,2,4,0,Nublado
2026-04-16,Ruta C,1011,39,3,4,0,Nublado
2026-04-17,Ruta C,901,19,4,4,0,Soleado
2026-04-18,Ruta C,715,16,5,4,0,Nublado
2026-04-19,Ruta C,500,10,6,4,0,Soleado
2026-04-20,Ruta C,907,23,0,4,0,Soleado
2026-04-21,Ruta C,828,29,1,4,0,Nublado
2026-04-22,Ruta C,1082,43,2,4,0,Soleado
2026-04-23,Ruta C,953,33,3,4,0,Soleado
2026-04-24,Ruta C,782,29,4,4,0,Lluvia
2026-04-25,Ruta C,604,14,5,4,0,Nublado
2026-04-26,Ruta C,516,10,6,4,0,Soleado
2026-04-27,Ruta C,667,19,0,4,0,Lluvia
2026-04-28,Ruta C,1026,24,1,4,0,Nublado
2026-04-29,Ruta C,1098,44,2,4,0,Soleado
2026-04-30,Ruta C,1061,30,3,4,0,Soleado
2026-05-01,Ruta C,971,31,4,5,1,Nublado
2026-05-02,Ruta C,737,17,5,5,0,Soleado
2026-05-03,Ruta C,499,11,6,5,0,Lluvia
2026-05-04,Ruta C,1029,40,0,5,0,Soleado
2026-05-05,Ruta C,947,34,1,5,0,Lluvia
2026-05-06,Ruta C,1089,22,2,5,0,Nublado
2026-05-07,Ruta C,907,23,3,5,0,Nublado
2026-05-08,Ruta C,964,34,4,5,0,Soleado
2026-05-09,Ruta C,580,12,5,5,0,Nublado
2026-05-10,Ruta C,448,12,6,5,0,Nublado
2026-05-11,Ruta C,1045,21,0,5,0,Soleado
2026-05-12,Ruta C,1071,22,1,5,0,Soleado
2026-05-13,Ruta C,1084,26,2,5,0,Nublado
2026-05-14,Ruta C,1025,34,3,5,0,Soleado
2026-05-15,Ruta C,1166,35,4,5,0,Soleado
2026-05-16,Ruta C,720,18,5,5,0,Nublado
2026-05-17,Ruta C,535,12,6,5,0,Lluvia
2026-05-18,Ruta C,963,23,0,5,0,Nublado
2026-05-19,Ruta C,1002,27,1,5,0,Nublado
2026-05-20,Ruta C,1016,32,2,5,0,Lluvia
2026-05-21,Ruta C,961,21,3,5,0,Soleado
2026-05-22,Ruta C,1023,26,4,5,0,Nublado
2026-05-23,Ruta C,750,28,5,5,0,Soleado
2026-05-24,Ruta C,608,24,6,5,0,Soleado
2026-05-25,Ruta C,1136,26,0,5,0,Soleado
2026-05-26,Ruta C,1245,26,1,5,0,Soleado
2026-05-27,Ruta C,1172,26,2,5,0,Soleado
2026-05-28,Ruta C,971,21,3,5,0,Nublado
2026-05-29,Ruta C,888,18,4,5,0,Nublado
2026-05-30,Ruta C,702,15,5,5,0,Lluvia
2026-05-31,Ruta C,615,20,6,5,0,Nublado
2026-06-01,Ruta C,1348,52,0,6,0,Lluvia
2026-06-02,Ruta C,1474,35,1,6,0,Soleado
2026-06-03,Ruta C,1199,43,2,6,0,Nublado
2026-06-04,Ruta C,1260,37,3,6,0,Lluvia
2026-06-05,Ruta C,1224,24,4,6,0,Soleado
2026-06-06,Ruta C,962,23,5,6,0,Nublado
2026-06-07,Ruta C,739,30,6,6,0,Soleado
2026-06-08,Ruta C,1236,26,0,6,0,Soleado
2026-06-09,Ruta C,1279,30,1,6,0,Lluvia
2026-06-10,Ruta C,1495,45,2,6,0,Soleado
2026-06-11,Ruta C,1187,47,3,6,0,Nublado
2026-06-12,Ruta C,1132,39,4,6,0,Soleado
2026-06-13,Ruta C,797,30,5,6,0,Lluvia
2026-06-14,Ruta C,830,21,6,6,0,Soleado
2026-06-15,Ruta C,1527,33,0,6,0,Soleado
2026-06-16,Ruta C,1282,30,1,6,0,Soleado
2026-06-17,Ruta C,1187,25,2,6,0,Nublado
2026-06-18,Ruta C,1314,36,3,6,0,Soleado
2026-06-19,Ruta C,1277,47,4,6,0,Lluvia
2026-06-20,Ruta C,905,34,5,6,0,Nublado
2026-06-21,Ruta C,782,20,6,6,0,Nublado
2026-06-22,Ruta C,1327,49,0,6,0,Nublado
2026-06-23,Ruta C,1430,39,1,6,0,Nublado
2026-06-24,Ruta C,1200,24,2,6,0,Soleado
2026-06-25,Ruta C,1193,35,3,6,0,Lluvia
2026-06-26,Ruta C,1153,30,4,6,0,Nublado
2026-06-27,Ruta C,874,34,5,6,0,Soleado
2026-06-28,Ruta C,765,18,6,6,0,Soleado
2026-06-29,Ruta C,1096,41,0,6,0,Soleado
2026-06-30,Ruta C,1225,49,1,6,0,Soleado
2026-07-01,Ruta C,1675,51,2,7,0,Soleado
2026-07-02,Ruta C,1257,43,3,7,0,Soleado
2026-07-03,Ruta C,1264,30,4,7,0,Soleado
2026-07-04,Ruta C,660,17,5,7,0,Lluvia
2026-07-05,Ruta C,762,19,6,7,0,Soleado
2026-07-06,Ruta C,1154,30,0,7,0,Lluvia
2026-07-07,Ruta C,1441,31,1,7,0,Nublado
2026-07-08,Ruta C,1200,44,2,7,0,Soleado
2026-07-09,Ruta C,1172,38,3,7,0,Lluvia
2026-07-10,Ruta C,1367,46,4,7,0,Soleado
2026-07-11,Ruta C,813,17,5,7,0,Soleado
2026-07-12,Ruta C,684,17,6,7,0,Lluvia
2026-07-13,Ruta C,1332,44,0,7,0,Soleado
2026-07-14,Ruta C,1686,34,1,7,0,Soleado
2026-07-15,Ruta C,1435,30,2,7,0,Lluvia
2026-07-16,Ruta C,1288,27,3,7,0,Nublado
2026-07-17,Ruta C,1287,34,4,7,0,Soleado
2026-07-18,Ruta C,691,14,5,7,0,Lluvia
2026-07-19,Ruta C,681,14,6,7,0,Soleado
2026-07-20,Ruta C,1444,34,0,7,0,Soleado
2026-07-21,Ruta C,1662,40,1,7,0,Soleado
2026-07-22,Ruta C,1519,35,2,7,0,Soleado
2026-07-23,Ruta C,1487,33,3,7,0,Soleado
2026-07-24,Ruta C,1349,28,4,7,0,Soleado
2026-07-25,Ruta C,920,24,5,7,0,Soleado
2026-07-26,Ruta C,897,18,6,7,0,Soleado
2026-07-27,Ruta C,1472,59,0,7,0,Soleado
2026-07-28,Ruta C,1369,34,1,7,1,Lluvia
2026-07-29,Ruta C,1275,28,2,7,1,Lluvia
2026-07-30,Ruta C,1312,41,3,7,0,Lluvia
2026-07-31,Ruta C,1092,33,4,7,0,Lluvia
2026-08-01,Ruta C,815,17,5,8,0,Soleado
2026-08-02,Ruta C,594,15,6,8,0,Lluvia
2026-08-03,Ruta C,1215,40,0,8,0,Soleado
2026-08-04,Ruta C,1255,37,1,8,0,Soleado
2026-08-05,Ruta C,1255,46,2,8,0,Soleado
2026-08-06,Ruta C,1049,26,3,8,0,Lluvia
2026-08-07,Ruta C,973,30,4,8,0,Nublado
2026-08-08,Ruta C,754,15,5,8,0,Soleado
2026-08-09,Ruta C,593,12,6,8,0,Soleado
2026-08-10,Ruta C,1187,41,0,8,0,Soleado
2026-08-11,Ruta C,1259,26,1,8,0,Nublado
2026-08-12,Ruta C,1146,32,2,8,0,Soleado
2026-08-13,Ruta C,1055,22,3,8,0,Lluvia
2026-08-14,Ruta C,861,18,4,8,0,Lluvia
2026-08-15,Ruta C,925,24,5,8,0,Soleado
2026-08-16,Ruta C,722,20,6,8,0,Soleado
2026-08-17,Ruta C,1060,39,0,8,0,Lluvia
2026-08-18,Ruta C,1147,30,1,8,0,Soleado
2026-08-19,Ruta C,1006,28,2,8,0,Nublado
2026-08-20,Ruta C,987,30,3,8,0,Nublado
2026-08-21,Ruta C,1106,32,4,8,0,Soleado
2026-08-22,Ruta C,751,17,5,8,0,Soleado
2026-08-23,Ruta C,663,13,6,8,0,Soleado
2026-08-24,Ruta C,1142,27,0,8,0,Soleado
2026-08-25,Ruta C,1181,27,1,8,0,Soleado
2026-08-26,Ruta C,1143,27,2,8,0,Soleado
2026-08-27,Ruta C,1211,28,3,8,0,Nublado
2026-08-28,Ruta C,1010,23,4,8,0,Lluvia
2026-08-29,Ruta C,959,24,5,8,0,Soleado
2026-08-30,Ruta C,742,18,6,8,0,Soleado
2026-08-31,Ruta C,1133,45,0,8,0,Soleado
2026-09-01,Ruta C,878,35,1,9,0,Lluvia
2026-09-02,Ruta C,1030,21,2,9,0,Nublado
2026-09-03,Ruta C,895,21,3,9,0,Lluvia
2026-09-04,Ruta C,904,22,4,9,0,Soleado
2026-09-05,Ruta C,711,18,5,9,0,Soleado
2026-09-06,Ruta C,600,15,6,9,0,Soleado
2026-09-07,Ruta C,1017,27,0,9,0,Nublado
2026-09-08,Ruta C,954,32,1,9,0,Soleado
2026-09-09,Ruta C,964,26,2,9,0,Lluvia
2026-09-10,Ruta C,913,22,3,9,0,Lluvia
2026-09-11,Ruta C,979,25,4,9,0,Nublado
2026-09-12,Ruta C,747,17,5,9,0,Soleado
2026-09-13,Ruta C,473,10,6,9,0,Lluvia
2026-09-14,Ruta C,873,17,0,9,0,Lluvia
2026-09-15,Ruta C,1183,28,1,9,0,Soleado
2026-09-16,Ruta C,837,21,2,9,0,Lluvia
2026-09-17,Ruta C,887,19,3,9,0,Nublado
2026-09-18,Ruta C,913,19,4,9,0,Soleado
2026-09-19,Ruta C,802,16,5,9,0,Soleado
2026-09-20,Ruta C,437,17,6,9,0,Lluvia
2026-09-21,Ruta C,918,24,0,9,0,Soleado
2026-09-22,Ruta C,923,30,1,9,0,Lluvia
2026-09-23,Ruta C,1122,27,2,9,0,Nublado
2026-09-24,Ruta C,987,25,3,9,0,Soleado
2026-09-25,Ruta C,809,27,4,9,0,Lluvia
2026-09-26,Ruta C,644,14,5,9,0,Nublado
2026-09-27,Ruta C,507,11,6,9,0,Lluvia
2026-09-28,Ruta C,840,26,0,9,0,Lluvia
2026-09-29,Ruta C,1065,30,1,9,0,Soleado
2026-09-30,Ruta C,1009,28,2,9,0,Lluvia
2026-10-01,Ruta C,1036,38,3,10,0,Soleado
2026-10-02,Ruta C,1006,21,4,10,0,Nublado
2026-10-03,Ruta C,667,20,5,10,0,Nublado
2026-10-04,Ruta C,633,20,6,10,0,Soleado
2026-10-05,Ruta C,784,25,0,10,0,Lluvia
2026-10-06,Ruta C,961,33,1,10,0,Soleado
2026-10-07,Ruta C,1122,31,2,10,0,Nublado
2026-10-08,Ruta C,1138,46,3,10,0,Nublado
2026-10-09,Ruta C,913,33,4,10,0,Lluvia
2026-10-10,Ruta C,839,23,5,10,0,Nublado
2026-10-11,Ruta C,745,17,6,10,0,Nublado
2026-10-12,Ruta C,978,39,0,10,0,Soleado
2026-10-13,Ruta C,990,38,1,10,0,Soleado
2026-10-14,Ruta C,967,22,2,10,0,Nublado
2026-10-15,Ruta C,1271,30,3,10,0,Soleado
2026-10-16,Ruta C,778,24,4,10,0,Lluvia
2026-10-17,Ruta C,762,19,5,10,0,Soleado
2026-10-18,Ruta C,691,14,6,10,0,Soleado
2026-10-19,Ruta C,1041,31,0,10,0,Soleado
2026-10-20,Ruta C,1078,37,1,10,0,Nublado
2026-10-21,Ruta C,1005,32,2,10,0,Soleado
2026-10-22,Ruta C,993,23,3,10,0,Soleado
2026-10-23,Ruta C,820,29,4,10,0,Lluvia
2026-10-24,Ruta C,479,13,5,10,0,Lluvia
2026-10-25,Ruta C,581,14,6,10,0,Soleado
2026-10-26,Ruta C,796,18,0,10,0,Lluvia
2026-10-27,Ruta C,1091,22,1,10,0,Soleado
2026-10-28,Ruta C,905,32,2,10,0,Soleado
2026-10-29,Ruta C,1006,37,3,10,0,Soleado
2026-10-30,Ruta C,960,25,4,10,0,Soleado
2026-10-31,Ruta C,625,13,5,10,0,Lluvia
2026-11-01,Ruta C,693,22,6,11,0,Soleado
2026-11-02,Ruta C,946,25,0,11,0,Lluvia
2026-11-03,Ruta C,929,34,1,11,0,Nublado
2026-11-04,Ruta C,1019,28,2,11,0,Soleado
2026-11-05,Ruta C,768,30,3,11,0,Nublado
2026-11-06,Ruta C,868,18,4,11,0,Nublado
2026-11-07,Ruta C,680,21,5,11,0,Nublado
2026-11-08,Ruta C,531,20,6,11,0,Lluvia
2026-11-09,Ruta C,871,25,0,11,0,Lluvia
2026-11-10,Ruta C,860,22,1,11,0,Nublado
2026-11-11,Ruta C,1026,32,2,11,0,Soleado
2026-11-12,Ruta C,893,21,3,11,0,Lluvia
2026-11-13,Ruta C,774,16,4,11,0,Lluvia
2026-11-14,Ruta C,750,18,5,11,0,Nublado
2026-11-15,Ruta C,667,14,6,11,0,Soleado
2026-11-16,Ruta C,887,20,0,11,0,Lluvia
2026-11-17,Ruta C,814,16,1,11,0,Nublado
2026-11-18,Ruta C,900,33,2,11,0,Soleado
2026-11-19,Ruta C,856,18,3,11,0,Soleado
2026-11-20,Ruta C,911,28,4,11,0,Soleado
2026-11-21,Ruta C,632,21,5,11,0,Soleado
2026-11-22,Ruta C,678,15,6,11,0,Soleado
2026-11-23,Ruta C,790,21,0,11,0,Soleado
2026-11-24,Ruta C,1004,26,1,11,0,Nublado
2026-11-25,Ruta C,1059,34,2,11,0,Soleado
2026-11-26,Ruta C,817,24,3,11,0,Lluvia
2026-11-27,Ruta C,903,27,4,11,0,Nublado
2026-11-28,Ruta C,633,16,5,11,0,Soleado
2026-11-29,Ruta C,542,15,6,11,0,Nublado
2026-11-30,Ruta C,966,26,0,11,0,Nublado
2026-12-01,Ruta C,1362,36,1,12,0,Soleado
2026-12-02,Ruta C,1524,33,2,12,0,Soleado
2026-12-03,Ruta C,1342,38,3,12,0,Soleado
2026-12-04,Ruta C,1240,36,4,12,0,Nublado
2026-12-05,Ruta C,788,25,5,12,0,Lluvia
2026-12-06,Ruta C,786,22,6,12,0,Soleado
2026-12-07,Ruta C,1163,47,0,12,0,Nublado
2026-12-08,Ruta C,1528,34,1,12,0,Soleado
2026-12-09,Ruta C,1367,31,2,12,0,Soleado
2026-12-10,Ruta C,1402,32,3,12,0,Soleado
2026-12-11,Ruta C,1309,30,4,12,0,Lluvia
2026-12-12,Ruta C,977,22,5,12,0,Soleado
2026-12-13,Ruta C,867,28,6,12,0,Nublado
2026-12-14,Ruta C,1253,48,0,12,0,Lluvia
2026-12-15,Ruta C,1275,27,1,12,0,Lluvia
2026-12-16,Ruta C,1415,36,2,12,0,Nublado
2026-12-17,Ruta C,1313,36,3,12,0,Soleado
2026-12-18,Ruta C,1291,37,4,12,0,Nublado
2026-12-19,Ruta C,862,25,5,12,0,Nublado
2026-12-20,Ruta C,644,18,6,12,0,Lluvia
2026-12-21,Ruta C,1388,40,0,12,0,Soleado
2026-12-22,Ruta C,1208,31,1,12,0,Nublado
2026-12-23,Ruta C,1505,32,2,12,0,Nublado
2026-12-24,Ruta C,1305,30,3,12,0,Lluvia
2026-12-25,Ruta C,1227,25,4,12,1,Lluvia
2026-12-26,Ruta C,981,27,5,12,0,Lluvia
2026-12-27,Ruta C,915,23,6,12,0,Soleado
2026-12-28,Ruta C,1345,29,0,12,0,Soleado
2026-12-29,Ruta C,1563,32,1,12,0,Soleado
2026-12-30,Ruta C,1329,43,2,12,0,Lluvia
2026-12-31,Ruta C,1392,36,3,12,0,Soleado
2027-01-01,Ruta C,1082,28,4,1,1,Soleado
2027-01-02,Ruta C,640,13,5,1,0,Soleado
2027-01-03,Ruta C,555,20,6,1,0,Lluvia
2027-01-04,Ruta C,994,22,0,1,0,Nublado
2027-01-05,Ruta C,1026,26,1,1,0,Lluvia
2027-01-06,Ruta C,958,26,2,1,0,Soleado
2027-01-07,Ruta C,889,22,3,1,0,Lluvia
2027-01-08,Ruta C,838,29,4,1,0,Lluvia
2027-01-09,Ruta C,627,20,5,1,0,Lluvia
2027-01-10,Ruta C,577,18,6,1,0,Soleado
2027-01-11,Ruta C,876,20,0,1,0,Lluvia
2027-01-12,Ruta C,903,24,1,1,0,Soleado
2027-01-13,Ruta C,843,34,2,1,0,Soleado
2027-01-14,Ruta C,842,26,3,1,0,Nublado
2027-01-15,Ruta C,948,29,4,1,0,Soleado
2027-01-16,Ruta C,638,14,5,1,0,Soleado
2027-01-17,Ruta C,471,12,6,1,0,Soleado
2027-01-18,Ruta C,768,22,0,1,0,Lluvia
2027-01-19,Ruta C,1034,24,1,1,0,Nublado
2027-01-20,Ruta C,907,23,2,1,0,Lluvia
2027-01-21,Ruta C,853,22,3,1,0,Soleado
2027-01-22,Ruta C,887,24,4,1,0,Soleado
2027-01-23,Ruta C,691,15,5,1,0,Soleado
2027-01-24,Ruta C,548,14,6,1,0,Lluvia
2027-01-25,Ruta C,905,25,0,1,0,Lluvia
2027-01-26,Ruta C,959,25,1,1,0,Soleado
2027-01-27,Ruta C,929,36,2,1,0,Soleado
2027-01-28,Ruta C,889,19,3,1,0,Lluvia
2027-01-29,Ruta C,860,31,4,1,0,Lluvia
2027-01-30,Ruta C,673,25,5,1,0,Soleado
2027-01-31,Ruta C,642,15,6,1,0,Soleado
2027-02-01,Ruta C,936,31,0,2,0,Soleado
2027-02-02,Ruta C,1083,22,1,2,0,Soleado
2027-02-03,Ruta C,1064,24,2,2,0,Soleado
2027-02-04,Ruta C,996,21,3,2,0,Soleado
2027-02-05,Ruta C,983,30,4,2,0,Soleado
2027-02-06,Ruta C,446,10,5,2,0,Lluvia
2027-02-07,Ruta C,402,11,6,2,0,Lluvia
2027-02-08,Ruta C,883,24,0,2,0,Soleado
2027-02-09,Ruta C,1052,38,1,2,0,Soleado
2027-02-10,Ruta C,944,20,2,2,0,Soleado
2027-02-11,Ruta C,1125,26,3,2,0,Soleado
2027-02-12,Ruta C,954,25,4,2,0,Soleado
2027-02-13,Ruta C,494,17,5,2,0,Lluvia
2027-02-14,Ruta C,611,19,6,2,0,Soleado
2027-02-15,Ruta C,1135,37,0,2,0,Soleado
2027-02-16,Ruta C,891,32,1,2,0,Soleado
2027-02-17,Ruta C,998,28,2,2,0,Soleado
2027-02-18,Ruta C,968,19,3,2,0,Nublado
2027-02-19,Ruta C,902,35,4,2,0,Nublado
2027-02-20,Ruta C,568,15,5,2,0,Lluvia
2027-02-21,Ruta C,490,12,6,2,0,Soleado
2027-02-22,Ruta C,890,19,0,2,0,Soleado
2027-02-23,Ruta C,881,31,1,2,0,Nublado
2027-02-24,Ruta C,836,17,2,2,0,Soleado
2027-02-25,Ruta C,979,31,3,2,0,Soleado
2027-02-26,Ruta C,838,27,4,2,0,Soleado
2027-02-27,Ruta C,540,19,5,2,0,Soleado
2027-02-28,Ruta C,508,11,6,2,0,Soleado
2027-03-01,Ruta C,974,39,0,3,0,Lluvia
2027-03-02,Ruta C,944,36,1,3,0,Nublado
2027-03-03,Ruta C,984,20,2,3,0,Nublado
2027-03-04,Ruta C,843,32,3,3,0,Lluvia
2027-03-05,Ruta C,841,32,4,3,0,Lluvia
2027-03-06,Ruta C,550,20,5,3,0,Lluvia
2027-03-07,Ruta C,657,22,6,3,0,Nublado
2027-03-08,Ruta C,907,23,0,3,0,Lluvia
2027-03-09,Ruta C,1031,23,1,3,0,Nublado
2027-03-10,Ruta C,1036,21,2,3,0,Nublado
2027-03-11,Ruta C,888,18,3,3,0,Lluvia
2027-03-12,Ruta C,1032,27,4,3,0,Nublado
2027-03-13,Ruta C,698,21,5,3,0,Nublado
2027-03-14,Ruta C,605,15,6,3,0,Nublado
2027-03-15,Ruta C,953,30,0,3,0,Soleado
2027-03-16,Ruta C,1117,39,1,3,0,Nublado
2027-03-17,Ruta C,905,30,2,3,0,Lluvia
2027-03-18,Ruta C,982,25,3,3,0,Soleado
2027-03-19,Ruta C,994,36,4,3,0,Soleado
2027-03-20,Ruta C,676,21,5,3,0,Nublado
2027-03-21,Ruta C,625,22,6,3,0,Soleado
2027-03-22,Ruta C,1171,38,0,3,0,Soleado
2027-03-23,Ruta C,859,32,1,3,0,Lluvia
2027-03-24,Ruta C,1041,26,2,3,0,Soleado
2027-03-25,Ruta C,1062,26,3,3,0,Soleado
2027-03-26,Ruta C,805,27,4,3,0,Lluvia
2027-03-27,Ruta C,569,20,5,3,0,Lluvia
2027-03-28,Ruta C,556,13,6,3,0,Nublado
2027-03-29,Ruta C,1080,24,0,3,0,Soleado
2027-03-30,Ruta C,1206,34,1,3,0,Soleado
2027-03-31,Ruta C,1113,34,2,3,0,Nublado
2027-04-01,Ruta C,1194,44,3,4,0,Soleado
2027-04-02,Ruta C,1023,41,4,4,0,Soleado
2027-04-03,Ruta C,660,14,5,4,0,Nublado
2027-04-04,Ruta C,697,21,6,4,0,Soleado
2027-04-05,Ruta C,907,36,0,4,0,Nublado
2027-04-06,Ruta C,978,20,1,4,0,Lluvia
2027-04-07,Ruta C,958,23,2,4,0,Lluvia
2027-04-08,Ruta C,802,23,3,4,0,Lluvia
2027-04-09,Ruta C,951,30,4,4,0,Nublado
2027-04-10,Ruta C,728,18,5,4,0,Nublado
2027-04-11,Ruta C,616,15,6,4,0,Nublado
2027-04-12,Ruta C,900,28,0,4,0,Lluvia
2027-04-13,Ruta C,949,24,1,4,0,Lluvia
2027-04-14,Ruta C,1092,40,2,4,0,Nublado
2027-04-15,Ruta C,995,32,3,4,0,Lluvia
2027-04-16,Ruta C,926,27,4,4,0,Lluvia
2027-04-17,Ruta C,737,15,5,4,0,Nublado
2027-04-18,Ruta C,495,12,6,4,0,Lluvia
2027-04-19,Ruta C,956,23,0,4,0,Lluvia
2027-04-20,Ruta C,927,26,1,4,0,Nublado
2027-04-21,Ruta C,967,20,2,4,0,Soleado
2027-04-22,Ruta C,789,20,3,4,0,Soleado
2027-04-23,Ruta C,863,28,4,4,0,Soleado
2027-04-24,Ruta C,555,13,5,4,0,Soleado
2027-04-25,Ruta C,602,12,6,4,0,Soleado
2027-04-26,Ruta C,767,22,0,4,0,Lluvia
2027-04-27,Ruta C,983,36,1,4,0,Lluvia
2027-04-28,Ruta C,1129,23,2,4,0,Nublado
2027-04-29,Ruta C,1166,28,3,4,0,Soleado
2027-04-30,Ruta C,1397,42,4,4,0,Nublado
2027-05-01,Ruta C,1223,32,5,5,1,Lluvia
2027-05-02,Ruta C,643,19,6,5,0,Lluvia
2027-05-03,Ruta C,1173,33,0,5,0,Soleado
2027-05-04,Ruta C,1071,22,1,5,0,Nublado
2027-05-05,Ruta C,891,26,2,5,0,Lluvia
2027-05-06,Ruta C,1177,24,3,5,0,Soleado
2027-05-07,Ruta C,982,38,4,5,0,Soleado
2027-05-08,Ruta C,510,12,5,5,0,Lluvia
2027-05-09,Ruta C,492,14,6,5,0,Nublado
2027-05-10,Ruta C,1128,39,0,5,0,Soleado
2027-05-11,Ruta C,1104,36,1,5,0,Lluvia
2027-05-12,Ruta C,970,23,2,5,0,Nublado
2027-05-13,Ruta C,870,23,3,5,0,Lluvia
2027-05-14,Ruta C,943,25,4,5,0,Nublado
2027-05-15,Ruta C,648,18,5,5,0,Nublado
